Sentence,Emotion
대통령이 죄를 인정안하니 그 밑에 것들도 난리구나,0
영국은 선전포고 수준,2
청화대 직원들 오늘 컴퓨터랑 씨름하겠네 ㅋ,2
장훈이형 너무 대단하시다 감동 ㅠ,3
정호씨 수빈이가 응원할게요,2
넘나 자상하고 요리도 잘하네요,3
이기사를읽으니2년전세월호사건이생각나네..,2
또 책상에 앉아 코딱지 파다 정책 만들었나보군.,0
주작충이 이미 체육관 다 점령해서 뚜벅이는 할수록 손해 ㅋㅋㅋ,2
저 어린 니이에 저런 개짓을 하고도 별로 죄책감 없이 사는것도 부럽네 20대에 술먹고 주정 부린것도 아직도 개 쪽팔린데.,1
 진짜 존멋 개멋,3
아주 무슨.으휴 이래서 결론은 빠삐용 쓰레기아휴 사람 하나 죽이려고 빽을 써요,0
육군은 전부 해당댄다는데 이말이 맞는건가요? ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
딸린 애들은 어떻게 할거임??,2
학생이 공부는 해야지.. 왠 휴업. 방법을 달리 하시오.. 할건 하면서해야지..,2
세월호 화물칸 진상규명하라!!!,0
이나라..헬조선 정말 이제 이가 갈린다,0
저정도 외모의 남자 옆에있으면 웬만한 여자들은 다 굴욕당함,2
 백주부님 응원도 하구요,3
특검도 개돼지인가.. 머하냐,0
이번년은 해돋이대신 촛불보러갑니다.,2
이거 너무..ㅋㅋㅋㅋㅋㅋ 진짜 멍청이가 아니고서야 누가 이걸 믿냐..;;,2
첨단 기술은 언제나 환영이야!,3
"여러분, (야구)만화가 이렇게 안 좋은겁니다.",2
양육자의 태도 중요하죠.,2
이거 아이디어 낸 짱구 얼굴 좀 보고싶다.,3
막말로 저들 경찰중엔 광주민주화를 겪은애들이 대부분 이겠지,2
대못 펀치를 날리고 싶다.,0
2배속댄스 최단시간에 실패해도 그게 어울릴것같은 빅뱅ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
저게임하는척하면서 몰카찍겠네,0
백선생 프로 보고 그나마 도움을 많이 ... 고맙습니다...^^,3
"그 좋았던 삼성의 불펜, 이젠 추억으로 남겠네! 지켜줄 투수가 없다.",3
무슨 매일 한파냐....겨울이지만 좀 따듯하게보내고싶다ㅠ,1
아 지금 숙제가 너무많아서 스트레스 ㅠㅠ,1
 여기에 발담근 놈들이 한둘 이겠냐!!!!!,0
안녕하세요 승관님ㅜㅠㅠ,3
사찰 앞에다 매표소를 설치하면 되잖아,2
 오빠의 유쾌한 웃음소리가 들리는듯 하네여...,3
감동 그 자체...,3
연아선수가 빙상에서 아름답게 연기하시는 겨울이 되면이젠 저절로 힘이 난답니다.,3
저는 엘지만을 응원하고 엘지의 선수들을 조아할것입니다...,3
네이버도 정신차려,0
오바마 대통령은 끝까지 멋있네,3
미용주사보다도 프로포폴 중독인거 아냐?,0
8촌까지 멸해라~~~~~!!!!!,0
일본계 고리 금융회사들 재산 동결 시켜라,2
김고은이넹^^,3
한화선수들은 불쌍하다..세이콘 그놈 밑에 있으면 잘하면 아작날거 같아서 응기슬쩍 태업하다가 좀 휴식 취하고 싶어도 2군 서산캠프가면 2군감독 행세하는 개삑꾸 새끼콘이 있고 ㅎㅎㅎㅎㅎㅎㅎ,1
4대강 22조는 어디다 쓴거냐?,0
 그러고 그뒤로 연락이 안와요..,1
서인국이 갑인듯....,3
 괜히 부끄럽고 그걸 안하면 괜히 내가 죄인되는기분이드네요.,1
일본한태 지배받는게 더 낮다,0
아스날 보고있냐??,2
와 여기 잠재적 싸튀충많노ㅉㅉ,0
조우종은 나혼자산다가 키웠음~~거기서 호감된듯ㅋ,3
 언제까지 시간 끌거냐!,0
어째든프랜즈화이팅!!!,3
너 누구니?ㅋㅋㅋ,3
제친구는 12시에자서 3시에일어나도 안피곤하다던데 ..부러워 ㅜ.ㅜ0,1
 용수 오빠가 선수의 위치에서 떠나는 그날까지~,3
꺼져 그냥 한국돌아오지말고 메이저에서번돈으로 라스베가스에서 카지노나하고 살아라,0
엠사는그냥 인기상이라고 이름바꾸길,2
다시 한화 갈 거면 연봉 70만 달러 밑으로 계약해서 가라,2
이참에 계엄영 선포하고 북한 괴뢰집단 선전포고 하십시요,0
아고 인제 숨쉬겠다,0
살다보면 시대의 흐름에 따라가는것도 나쁘지않다.,2
영온커플 케미 최고! ^^,3
착한 도둑질은 없음,2
우리나라는 위에서먹는 물이 넘 많아서 가망없쪙,1
공동수상 진심으로 축하합니다!!,3
위증죄 강화하자,2
 월급 올리기가 쉽지 않네요,1
알고보면 모기물린자국,2
도니님 너무 축하드려요~^^,3
국민들의 꿈을 이뤄주는 아름다운 천사연아!!,3
나라가 잘살려면 귀족노조들과 종북세력들 뿌리 뽑아야 한다.,0
권력있는 것들은 다 저리하냐?,0
이것들이 도랏나뒤질라구자빠졋나???,0
 아까 학교에서 잘가라고 인사도 했는데 왜 씹는 걸까요,0
남친새끼왜이러는거임?,0
세계사 유례없는 평화시민 혁명으로 기록될것입니다.,3
용기가 대단하십니다~엄지척~!!,3
주말부부라 남편과 함게 갈 수 없어 아기 안고?택시 타고?찾아갔어요.,1
항상 감사드려요^^,3
이태곤씨 학창시절때 학교 짱이었을 만큼 싸움 잘했어요,2
스마트폰 꼭 봐야 편하다 왜냐 스마트폰은 내 친구니까 스마트폰 하트,3
해체해라 개잦슥들아,0
속세를 떠나야 하나여...,1
앞유리 황사 쌓인거 어떻게 털어내요 ????,2
크 배운신분들,3
투지라고는 찾아볼 수 없는것들,0
장예원님 감사합니다.,3
이래도 하고싶나 쭈쭈,1
거참세금으로 중독이라 이제 세금못쓰니 금단증상올려냐,2
미쳐돌아가네 자기 인기를위해 혼란을부추가는 전형적인 기회주의자,0
포켓몬 고 뭐 어떻게 하는지 해봐야겠다,2
조류 바이러스보다 더 심각한 병신년 먼저 묻어야지,0
?.....역시 황교안 최고!!!!!!!♥♥♥,3
나 저 두명 거기 어케 생겼는지 앎 ㅎㅎㅎ 님!! 포매니... 악!!!!!!,2
로벤 풋풋한듯 안한듯.ㅎㅎ,2
근데 컴퓨터 는 처음키면 너무느리네여 ㅠㅠ아 ㅠㅠ0,1
 아침에 눈 뜨는것 조차 지옥같아..,1
백주부님 좋은 요리 연구 파이팅,3
쩌..쩐다 세배 세레모니 뜻을 외국에서 알면 어썸거릴듯,3
답없는 빨갱이 신천지들,0
잘하건 못하건 그냥 팀에 여자있으면 흥분하는 애들 쫌 있더라 ㅋ,2
차우찬은 제발 낄때껴라 ...,0
심사위원이 위안부 한번 되어보거라,2
 오빠만 보면 행복하구웃음나요..ㅎㅎ,3
내가 왜 나한테 먼저 들이댄 여자때문에마음 졸이고 이러고 있는지조온나 빡친다ㅋㅋ,0
자꾸 여지주는거 같고자꾸 미루니까 나도 죄책감이 드네..,1
교환이 아니라 전량 폐기 및 환불조치해라 ㅆ련드라~~~~~,0
백선생님께서도 이 새로운 한주에도좋은 일만 가득하시고 기분 좋은 날 되세요,3
기자는 제법이라는 단어를 제법 많이 쓰는 것 같다.,2
일본 노벨화학상 가능성 커졌네,2
레전드편에 또 김치전편 넣는거아님?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
중국이 진짜 보복들어오면 불법어업으로 넘어오는 중국해적어선들 다 함포도 침몰시켜 수장해야한다.,0
박정희대통령 만세,3
헌정 유린 박근혜에게 사형을 언도하라,0
몇일이나 단속 할까요?,2
 앞으로 언제나 캐럿들이 함께 있을게요!,3
 길가에 버려진 우리를 당신이 다시 채워주고 있습니다.,3
둘다 진짜 대단하다...,3
항상 좋은 노래 불러줘서 고마웠어.,3
이 악마ㅅㄲ는 당장 가둬라 말이 필요없다,0
손지창 홧팅,3
그래도 버릇없다고 인정하는거 보니 쿨하네,2
우울증도 생긴거 같아요..,1
이건 정말 대단하네요. 깜짝 놀랐습니다.^^,3
기아가 그실력으로 4위~~웃긴다. 난 기아팬이다.~박찬호 좀 제발...기용하지 마라.,0
둘이 닮아서 잘살듯ㅎ,3
곧 출산하는 예비맘인데나이에비해 빨리결혼해서 친구들도 미혼이라물어볼곳이없네요ㅠ,1
니퍼트도 안되고 오승환도 안되지,2
정치든 언론이든 이제 세상은 국민의 뜻으로 움직입니다.,0
없는놈은 죄지으면 처리 속도가 lte 광대역급 속도구만 ㅎ,0
림아 축하해♡♡♡!!,3
"첨엔 좀 그랬는데, 열심히 하는거하며 형들 챙기는거하며, 겉으로 말하는모습하고 다른면도 많이 봤다. 군대 잘갔다왔으면ㅋ",3
경기 쪽으로 조금만 나가도 외노자들 널렸다 관리좀해라,0
업데이트나 잘해라,0
집사람이 백주부님 요리프로그램을 넘 좋아해요~~~,3
미국도 다를 거 없넼ㅋㅋㅋㅋㅋㅋ,2
어제 남친이랑 해어졌어요...,1
  저의 헛된 욕심이였나봐요...,1
혼자 떨어져있는 느낌이 들어서 활발하게 대하고 놀고싶은데 그게안되요ㅠ,1
간신으로 나오신분 쇼핑왕루이에서 되게 순박해보였는데 역시 배우셔서 그런지 연기가 ㅎㄷㄷ함,3
 너무힘들어요,1
  그렇게 잊지 못하고영원히 가슴속 깊은 곳에 새기는나 그리고 우리의 별정.형.돈.(허섭하게 시 쪼가리 흉내내는 나...,3
경호원은 있던데....뭐 돈 많으면 쓸 수도 있지ㅋㅋㅋ부럽다,1
이건뭐 중국의 속국이네 속국....ㅠ,1
 주시는 정보 정말 고맙습니다.,3
  언제나 주말은 빨리 지나가는 느낌이예요..,1
남지현 존예다 ㅠㅠ,3
하지마 씨박@!!!!,0
선수 팔아먹은 돈은 어디다 쓰는거야.,2
구속시켜야지!!,0
 주변에 쏠쏠히 일동이랑 아이배넷먹는 맘들이 있어서 그런지 그래도 고민은 적게 했음.,3
솔까 이원석 이흥련 1대1 트레이드해도 누가 손해니 뭐니 못하지 않음?,0
엠마왓슨이 주연이었다면 이렇게까지 호평을 못받았을지도 모르지,2
그냥 거기서 썩어라 올 생각도 갈 생각말고 제발,0
한국: 원래 젊었을땐 밤도 몇일 새고 그래야지.,2
일자리 창출 말로만 떠벌리는 정치인은 아무것도 안하겠다는 것...이시대의 진정한 국가 지도자는 누구 여야 할까..?,1
지금은 힐러리가 우세하다 뉴스 내려라,0
다들 말씀과조언 감사합니다,3
우주인이라하면 그여자가 생각나네 ㅋㅋ,2
너 천벌받을거야 분명.,0
대놓고 홍콩을 가는구나,0
가짜 기름 단속부터 철저히 해라.,2
지금 나 일본에서 살고있는겨?ㄱㅋㄱㄱㅋㅋㄱㅋ,2
진급포기한 공무원만큼 무서운 것도 없습니다,2
앙이들 화이팅!,3
와우ㅡ추카해용^^,3
돈없는 애들 이야기,2
 나이가 나이인지라 하 공부도 더이상하기 힘들고어쩌나요.,1
아들셋 군대보냈지만 이런 아들 참~ 훌륭하군요더 멋진 활약 기대합니다~^^,3
근데 탈모도 아버지가 머리가풍성해도 아들은 탈모이고 아버지가 탈모여도 아들은 머리가 풍성한사람의외로많음.,2
민주주의!!,3
돈없는 사람들 죽어라죽어라하는구나!,1
어딜가나 저런것들이 있구먼..ㅡ.ㅡ,0
아니 삼성페이 마일리지 10만원에 추가요금 더해서 무선충전하고led케이스를 삿는데 다른 제품으로 바꾸면 이 두개다 쓰지도 못 하게 되는건데 이건 어쩌란말이지?,0
야이게문제가아니라동영상어트게막냐??,0
건강하시고 항상 좋은 음식 감사 드립니다.,3
현재 26살이고 백수입니다.,1
인터폴 인터폴 인터네셔날폴리스,2
최순실의 애완견인 조윤선은 감옥으로!,0
알바하고싶은데 못할까봐 걱정..,1
두달 쉬다가 겨우 취업했어요 ㅜㅜ,1
제 생에 이렇게 암울한 시기가 찾아왔군요!,1
저희캐럿들이있으니까힘내세요!,3
어쩔수 없이 헤어지게되었어ㅋㅋ;,3
노가다 보다 힘든거 같아요..0,1
 미안하다.,1
국방비리도 많은데 S8폭발하면 폐기하지말고 북한에 던져버려,0
보조배터리는 달고살아야함.,2
맨유가 1위 였던건 맨시티를 안만나서 였지 ㅋ,2
장기집권을위해서 지마누라도 총살시키는박정희.,0
이거 갤넥에서 이미 시도했던건데 삼성에서 소송걸면 되겠다,2
 다시 만나니 반갑네요..0,3
솔직히 엄마아버지가 알아서 했겠지 정유라가 했겠냐?,2
이름도 간지,3
정부말대로 성과연봉제 하면 실업자가 줄어드냐,0
참 나.... 고인의 명복을 빕니다.,1
1월까지 탄핵결정안되면 헌법재판소로 횟불을 갑시다,0
 저 점점 지쳐가요...,1
우리도 추방 하자,0
아 오늘 정말 날이네요...,1
저.... 임신이래용... ^^,3
 얼마나 오랫동안 이어온 종묘사직이더냐.,1
나혼자 붙들고 있네..,1
다들 적금 얼마씩 넣나요..?ㅠㅠ하..,1
그리고 아직도 나를 기다려 주는 당신이 고맙다.,3
 맞는옷 입어서 형 옷입으면 우리나라의 패션리더가 될거에요,3
음주네 빤한 거짓말 소중한 생명만 아깝다,1
뭐이리 많아 그냥 굶으면 다 맛있어,2
삼족으로 되겠냐???,0
선동하는 언론보다 소통하는 언론이 있는 대한민국이 그립다.,1
실시간으로 어플 통해 매장 안 상황 확인도 가능하고24시간 긴급출동서비스도 있어서 언제나 도움 받을 수 있는...너무 좋네요...,3
모든 건 내 잘못이다.,1
담뱃값을 올리기전에 이걸 먼저 했었어야 되는거 아니냐?,0
솔직히몰랐는데 좋은정보네요,3
응 약쟁이 삼고빕~ ^^,3
삼족을 멸해야하는 죄를 지었다면 그러는것도....,0
백종원님의 방송 잘 보고 있습니다~,3
진짜진짜축하해ㅠㅠㅠ명수야진짜ㅠㅠㅠ대단하다!!!,3
어디 대기업인지 공개해라,2
주모!! 연중무휴입니까??,3
돈있는사람들은 물쓰듯이 쓰네,1
뭐야 차우찬 엘지 온다며 씨쌔꺄 통수치냐?,0
금토가 젤로 기다려지는1인 입니다넘 잼나요,3
"문자데이터 무제한은 아무 의미도 없는 대국민 사기극,,,,,!!!!!!!!!!",0
테레사 수녀조차 길거리에 굶주린 아이들과 기아 난민으로 피폐한 세상을보면서 신이과연 있는가 괴로워했겠지,1
 검사에게는 기소독점권이 있다.,3
아..난 7개월정도됐는데요즘들어부쩍 피곤하네요,1
내가 봤을때 프로야구의 최고 암적인 존재는 박동희다,0
댓글들 너무 감사드려요,3
알이 얼마나 맛있는데 ㅠㅠ,2
다시한번 펌질 죄송합니다.2,1
ㅋㅋㅋㅋ 어제 누가 헬쥐졌으니 3시에 올라올거라 하더니 4시....ㅋㅋㅋㅋ,2
전 너무 후회가되고 힘드네요,1
중3남학생 글씨군..,2
진짜 우리나라 국민들 대단하다!!,3
개떡같은 회사마인드,0
사람탈을쓴 요물,0
그립습니다 김재규장군님 님의 의거 오늘도 가슴속에 간직하고 살아가렵니다.,1
당시 의사들이 저렇게 했을 것 같아서 맘 아팠음.,1
광우병우 박근혜 최순실 나라를 이따위로 만들어?,0
끝까지 지켜보겠습니다빨리 탄핵,0
블랙 컨슈머 대부분 쓰레기들 많음,2
감사합니다,3
그돈으로 쪽발 사묵겠지 ㅋ,2
외모지상주의 웹툰 잼난다^^,3
닭이랑 같이가라,0
어쩜 더 니생각이나서 힘들지도 모르겟어,1
보거미보거미 보러가장~^^,3
사람마음이 있죠..,1
오촌살인사건보고 진짜 분노가치밀어오른다,0
방에 누워서 벽지 보고 있어도 사람 얼굴 보이기 마련..,1
울나라 국방부 새히들은 비리에 쩔고있고... 그놈들 모두 총살해야 산다!!!!,0
사진은 이뻐서ㅎ,3
그만큼 해먹었으면 좀드가살아라양심이 있음,0
